"TIPO_DATO_AVQ","Tipo dato","MISURA_AVQ","Misura","SEXISTAT1","Sesso","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2012","2012",398,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2013","2013",364,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2014","2014",456,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2015","2015",417,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2016","2016",450,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2017","2017",411,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2018","2018",467,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2019","2019",570,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2020","2020",667,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2010","2010",2193,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2011","2011",2092,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2012","2012",2027,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2013","2013",2212,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2014","2014",2403,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2015","2015",2137,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2016","2016",2050,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2017","2017",2001,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2018","2018",2259,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2019","2019",2505,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2020","2020",2354,,
"14_WALLET_STRANGNM","poco","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2010","2010",39,,
"14_WALLET_STRANGNM","poco","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2011","2011",37.1,,
"14_WALLET_STRANGNM","poco","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2012","2012",41.6,,
"14_WALLET_STRANGNM","poco","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2013","2013",40.3,,
"14_WALLET_STRANGNM","poco","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2014","2014",41.7,,
"14_WALLET_STRANGNM","poco","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2015","2015",40.9,,
"14_WALLET_STRANGNM","poco","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2016","2016",42.4,,
"14_WALLET_STRANGNM","poco","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2017","2017",41.6,,
"14_WALLET_STRANGNM","poco","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2018","2018",44.3,,
"14_WALLET_STRANGNM","poco","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2019","2019",46.3,,
"14_WALLET_STRANGNM","poco","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2020","2020",47.5,,
"14_WALLET_POLICNAL","per niente","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2010","2010",172,,
"14_WALLET_POLICNAL","per niente","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2011","2011",140,,
"14_WALLET_POLICNAL","per niente","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2012","2012",165,,
"14_WALLET_POLICNAL","per niente","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2013","2013",157,,
"14_WALLET_POLICNAL","per niente","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2014","2014",165,,
"14_WALLET_POLICNAL","per niente","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2015","2015",164,,
"14_WALLET_POLICNAL","per niente","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2016","2016",152,,
"14_WALLET_POLICNAL","per niente","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2017","2017",190,,
"14_WALLET_POLICNAL","per niente","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2018","2018",147,,
"14_WALLET_POLICNAL","per niente","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2019","2019",165,,
"14_WALLET_POLICNAL","per niente","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2020","2020",117,,
"14_WALLET_STRANGV","molto","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2010","2010",76,,
"14_WALLET_STRANGV","molto","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2011","2011",73,,
"14_WALLET_STRANGV","molto","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2012","2012",104,,
"14_WALLET_STRANGV","molto","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2013","2013",107,,
"14_WALLET_STRANGV","molto","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2014","2014",121,,
"14_WALLET_STRANGV","molto","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2015","2015",102,,
"14_WALLET_STRANGV","molto","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2016","2016",116,,
"14_WALLET_STRANGV","molto","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2017","2017",105,,
"14_WALLET_STRANGV","molto","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2018","2018",117,,
"14_WALLET_STRANGV","molto","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2019","2019",154,,
"14_WALLET_STRANGV","molto","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2020","2020",149,,
"14_WALLET_STRANGNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE14","14 anni e più","2010","2010",49.7,,
"14_WALLET_STRANGNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE14","14 anni e più","2011","2011",50.1,,
"14_WALLET_STRANGNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE14","14 anni e più","2012","2012",48.1,,
"14_WALLET_STRANGNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE14","14 anni e più","2013","2013",48.8,,
"14_WALLET_STRANGNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE14","14 anni e più","2014","2014",45,,
"14_WALLET_STRANGNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE14","14 anni e più","2015","2015",48.2,,
"14_WALLET_STRANGNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE14","14 anni e più","2016","2016",45,,
"14_WALLET_STRANGNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE14","14 anni e più","2017","2017",45.5,,
"14_WALLET_STRANGNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE14","14 anni e più","2018","2018",42.6,,
"14_WALLET_STRANGNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE14","14 anni e più","2019","2019",39.3,,
"14_WALLET_STRANGNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE14","14 anni e più","2020","2020",36.4,,
"14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE14","14 anni e più","2010","2010",5.1,,
"14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE14","14 anni e più","2011","2011",4.1,,
"14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE14","14 anni e più","2012","2012",4.7,,
"14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE14","14 anni e più","2013","2013",4.5,,
"14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE14","14 anni e più","2014","2014",4.1,,
"14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE14","14 anni e più","2015","2015",4.7,,
"14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE14","14 anni e più","2016","2016",4.1,,
"14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE14","14 anni e più","2017","2017",4.5,,
"14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE14","14 anni e più","2018","2018",3.9,,
"14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE14","14 anni e più","2019","2019",4.1,,
"14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE14","14 anni e più","2020","2020",3,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","9","totale","Y_GE14","14 anni e più","2010","2010",4600,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","9","totale","Y_GE14","14 anni e più","2011","2011",4494,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","9","totale","Y_GE14","14 anni e più","2012","2012",5072,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","9","totale","Y_GE14","14 anni e più","2013","2013",4604,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","9","totale","Y_GE14","14 anni e più","2014","2014",5351,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","9","totale","Y_GE14","14 anni e più","2015","2015",4782,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","9","totale","Y_GE14","14 anni e più","2016","2016",5249,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","9","totale","Y_GE14","14 anni e più","2017","2017",5051,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","9","totale","Y_GE14","14 anni e più","2018","2018",5681,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","9","totale","Y_GE14","14 anni e più","2019","2019",6466,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","9","totale","Y_GE14","14 anni e più","2020","2020",6828,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2010","2010",1223,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2011","2011",1226,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2012","2012",1209,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2013","2013",1237,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2014","2014",1383,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2015","2015",1210,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2016","2016",1287,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2017","2017",1401,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2018","2018",1440,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2019","2019",1506,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2020","2020",1560,,
"14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y14-17","14-17 anni","2010","2010",6.6,,
"14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y14-17","14-17 anni","2011","2011",4.6,,
"14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y14-17","14-17 anni","2012","2012",6.7,,
"14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y14-17","14-17 anni","2013","2013",5.1,,
"14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y14-17","14-17 anni","2014","2014",5.3,,
"14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y14-17","14-17 anni","2015","2015",5.4,,
"14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y14-17","14-17 anni","2016","2016",5.2,,
"14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y14-17","14-17 anni","2017","2017",4.8,,
"14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y14-17","14-17 anni","2018","2018",4.6,,
"14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y14-17","14-17 anni","2019","2019",4.2,,
"14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y14-17","14-17 anni","2020","2020",4.1,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2010","2010",80,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2011","2011",84,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2012","2012",105,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2013","2013",95,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2014","2014",102,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2015","2015",125,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2016","2016",124,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2017","2017",100,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2018","2018",109,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2019","2019",143,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2020","2020",142,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2010","2010",570,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2011","2011",516,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2012","2012",516,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2013","2013",538,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2014","2014",569,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2015","2015",549,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2016","2016",582,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2017","2017",610,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2018","2018",517,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2019","2019",607,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2020","2020",595,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2010","2010",859,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2011","2011",931,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2012","2012",818,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2013","2013",990,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2014","2014",1082,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2015","2015",970,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2016","2016",902,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2017","2017",986,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2018","2018",1031,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2019","2019",1251,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2020","2020",1263,,
"14_WALLET_STRANGNAL","per niente","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2010","2010",1790,,
"14_WALLET_STRANGNAL","per niente","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2011","2011",1913,,
"14_WALLET_STRANGNAL","per niente","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2012","2012",1915,,
"14_WALLET_STRANGNAL","per niente","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2013","2013",1979,,
"14_WALLET_STRANGNAL","per niente","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2014","2014",1914,,
"14_WALLET_STRANGNAL","per niente","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2015","2015",2106,,
"14_WALLET_STRANGNAL","per niente","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2016","2016",1994,,
"14_WALLET_STRANGNAL","per niente","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2017","2017",1907,,
"14_WALLET_STRANGNAL","per niente","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2018","2018",1895,,
"14_WALLET_STRANGNAL","per niente","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2019","2019",1645,,
"14_WALLET_STRANGNAL","per niente","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2020","2020",1652,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2","femmine","Y_GE14","14 anni e più","2010","2010",5453,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2","femmine","Y_GE14","14 anni e più","2011","2011",5232,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2","femmine","Y_GE14","14 anni e più","2012","2012",4989,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2","femmine","Y_GE14","14 anni e più","2013","2013",5324,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2","femmine","Y_GE14","14 anni e più","2014","2014",6053,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2","femmine","Y_GE14","14 anni e più","2015","2015",5043,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2","femmine","Y_GE14","14 anni e più","2016","2016",5028,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2","femmine","Y_GE14","14 anni e più","2017","2017",5058,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2","femmine","Y_GE14","14 anni e più","2018","2018",5323,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2","femmine","Y_GE14","14 anni e più","2019","2019",6110,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2","femmine","Y_GE14","14 anni e più","2020","2020",6042,,
"14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2010","2010",72,,
"14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2011","2011",73.6,,
"14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2012","2012",74.8,,
"14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2013","2013",73.8,,
"14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2014","2014",72.1,,
"14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2015","2015",75.4,,
"14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2016","2016",75.3,,
"14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2017","2017",76.5,,
"14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2018","2018",74.4,,
"14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2019","2019",71.5,,
"14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2020","2020",74.3,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2010","2010",2052,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2011","2011",2091,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2012","2012",2171,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2013","2013",2255,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2014","2014",2283,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2015","2015",2459,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2016","2016",2528,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2017","2017",2835,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2018","2018",2710,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2019","2019",2936,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2020","2020",3078,,
"14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2010","2010",5.5,,
"14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2011","2011",4.8,,
"14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2012","2012",4.9,,
"14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2013","2013",5,,
"14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2014","2014",4.7,,
"14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2015","2015",5.3,,
"14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2016","2016",4.3,,
"14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2017","2017",4.5,,
"14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2018","2018",4.5,,
"14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2019","2019",4.8,,
"14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2020","2020",3.9,,
"14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2010","2010",454,,
"14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2011","2011",467,,
"14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2012","2012",444,,
"14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2013","2013",444,,
"14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2014","2014",379,,
"14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2015","2015",478,,
"14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2016","2016",456,,
"14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2017","2017",425,,
"14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2018","2018",423,,
"14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2019","2019",450,,
"14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2020","2020",462,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2010","2010",710,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2011","2011",688,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2012","2012",774,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2013","2013",778,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2014","2014",806,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2015","2015",795,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2016","2016",783,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2017","2017",806,,
