"ITTER107","Territorio","TIPO_DATO_AVQ","Tipo dato","MISURA_AVQ","Misura","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITD5","Emilia-Romagna","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2014","2014",27.5,,
"ITD5","Emilia-Romagna","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2015","2015",22,,
"ITD5","Emilia-Romagna","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2016","2016",20.6,,
"ITD5","Emilia-Romagna","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2017","2017",21,,
"ITD5","Emilia-Romagna","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2018","2018",22.7,,
"ITD5","Emilia-Romagna","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2019","2019",23.7,,
"ITD5","Emilia-Romagna","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2020","2020",24.8,,
"ITE3","Marche","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2010","2010",74.9,,
"ITE3","Marche","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2011","2011",77.3,,
"ITE3","Marche","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2012","2012",80.6,,
"ITE3","Marche","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2013","2013",78,,
"ITE3","Marche","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2014","2014",78.8,,
"ITE3","Marche","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2015","2015",74.4,,
"ITE3","Marche","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2016","2016",79.7,,
"ITE3","Marche","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2017","2017",79.9,,
"ITE3","Marche","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2018","2018",75.9,,
"ITE3","Marche","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2019","2019",75.3,,
"ITE3","Marche","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2020","2020",76.3,,
"ITE4","Lazio","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2010","2010",1144,,
"ITE4","Lazio","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2011","2011",1099,,
"ITE4","Lazio","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2012","2012",1217,,
"ITE4","Lazio","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2013","2013",1241,,
"ITE4","Lazio","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2014","2014",1451,,
"ITE4","Lazio","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2015","2015",1150,,
"ITE4","Lazio","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2016","2016",1125,,
"ITE4","Lazio","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2017","2017",1181,,
"ITE4","Lazio","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2018","2018",1033,,
"ITE4","Lazio","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2019","2019",1235,,
"ITE4","Lazio","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2020","2020",1260,,
"ITFG","Mezzogiorno","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2010","2010",3047,,
"ITFG","Mezzogiorno","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2011","2011",3091,,
"ITFG","Mezzogiorno","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2012","2012",2729,,
"ITFG","Mezzogiorno","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2013","2013",3089,,
"ITFG","Mezzogiorno","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2014","2014",3496,,
"ITFG","Mezzogiorno","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2015","2015",2851,,
"ITFG","Mezzogiorno","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2016","2016",2984,,
"ITFG","Mezzogiorno","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2017","2017",2847,,
"ITFG","Mezzogiorno","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2018","2018",3033,,
"ITFG","Mezzogiorno","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2019","2019",3601,,
"ITFG","Mezzogiorno","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2020","2020",3530,,
"ITF5","Basilicata","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2010","2010",417,,
"ITF5","Basilicata","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2011","2011",413,,
"ITF5","Basilicata","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2012","2012",416,,
"ITF5","Basilicata","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2013","2013",404,,
"ITF5","Basilicata","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2014","2014",373,,
"ITF5","Basilicata","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2015","2015",403,,
"ITF5","Basilicata","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2016","2016",383,,
"ITF5","Basilicata","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2017","2017",397,,
"ITF5","Basilicata","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2018","2018",418,,
"ITF5","Basilicata","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2019","2019",396,,
"ITF5","Basilicata","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2020","2020",390,,
"ITF5","Basilicata","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2010","2010",15.9,,
"ITF5","Basilicata","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2011","2011",14.7,,
"ITF5","Basilicata","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2012","2012",13.8,,
"ITF5","Basilicata","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2013","2013",18.2,,
"ITF5","Basilicata","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2014","2014",22.8,,
"ITF5","Basilicata","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2015","2015",17.9,,
"ITF5","Basilicata","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2016","2016",23.3,,
"ITF5","Basilicata","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2017","2017",19.1,,
"ITF5","Basilicata","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2018","2018",14.5,,
"ITF5","Basilicata","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2019","2019",19.4,,
"ITF5","Basilicata","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2020","2020",20,,
"ITF6","Calabria","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2010","2010",1422,,
"ITF6","Calabria","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2011","2011",1357,,
"ITF6","Calabria","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2012","2012",1329,,
"ITF6","Calabria","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2013","2013",1352,,
"ITF6","Calabria","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2014","2014",1361,,
"ITF6","Calabria","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2015","2015",1393,,
"ITF6","Calabria","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2016","2016",1416,,
"ITF6","Calabria","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2017","2017",1471,,
"ITF6","Calabria","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2018","2018",1403,,
"ITF6","Calabria","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2019","2019",1355,,
"ITF6","Calabria","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2020","2020",1267,,
"ITF6","Calabria","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2010","2010",15.5,,
"ITF6","Calabria","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2011","2011",18.7,,
"ITF6","Calabria","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2012","2012",20.4,,
"ITF6","Calabria","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2013","2013",19,,
"ITF6","Calabria","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2014","2014",17.8,,
"ITF6","Calabria","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2015","2015",17.1,,
"ITF6","Calabria","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2016","2016",15.5,,
"ITF6","Calabria","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2017","2017",12.7,,
"ITF6","Calabria","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2018","2018",16.2,,
"ITF6","Calabria","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2019","2019",18.4,,
"ITF6","Calabria","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2020","2020",23.4,,
"ITG","Isole","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2010","2010",4613,,
"ITG","Isole","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2011","2011",4579,,
"ITG","Isole","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2012","2012",4866,,
"ITG","Isole","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2013","2013",4658,,
"ITG","Isole","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2014","2014",4628,,
"ITG","Isole","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2015","2015",4923,,
"ITG","Isole","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2016","2016",4824,,
"ITG","Isole","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2017","2017",4922,,
"ITG","Isole","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2018","2018",4858,,
"ITG","Isole","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2019","2019",4707,,
"ITG","Isole","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2020","2020",4666,,
"ITG","Isole","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2010","2010",16.9,,
"ITG","Isole","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2011","2011",17.4,,
"ITG","Isole","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2012","2012",14.3,,
"ITG","Isole","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2013","2013",17.4,,
"ITG","Isole","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2014","2014",18.5,,
"ITG","Isole","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2015","2015",14.5,,
"ITG","Isole","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2016","2016",13.9,,
"ITG","Isole","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2017","2017",13.7,,
"ITG","Isole","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2018","2018",14.3,,
"ITG","Isole","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2019","2019",17.1,,
"ITG","Isole","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2020","2020",16.1,,
"ITG1","Sicilia","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2010","2010",679,,
"ITG1","Sicilia","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2011","2011",635,,
"ITG1","Sicilia","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2012","2012",534,,
"ITG1","Sicilia","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2013","2013",668,,
"ITG1","Sicilia","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2014","2014",762,,
"ITG1","Sicilia","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2015","2015",558,,
"ITG1","Sicilia","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2016","2016",549,,
"ITG1","Sicilia","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2017","2017",517,,
"ITG1","Sicilia","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2018","2018",582,,
"ITG1","Sicilia","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2019","2019",699,,
"ITG1","Sicilia","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2020","2020",591,,
"2","centro area metropolitana","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2010","2010",71.4,,
"2","centro area metropolitana","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2011","2011",73,,
"2","centro area metropolitana","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2012","2012",74.3,,
"2","centro area metropolitana","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2013","2013",76.8,,
"2","centro area metropolitana","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2014","2014",72.6,,
"2","centro area metropolitana","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2015","2015",77.1,,
"2","centro area metropolitana","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2016","2016",72.4,,
"2","centro area metropolitana","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2017","2017",74.9,,
"2","centro area metropolitana","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2018","2018",74.4,,
"2","centro area metropolitana","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2019","2019",73.4,,
"2","centro area metropolitana","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2020","2020",72,,
"3","periferia area metropolitana","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2010","2010",4804,,
"3","periferia area metropolitana","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2011","2011",4919,,
"3","periferia area metropolitana","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2012","2012",4881,,
"3","periferia area metropolitana","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2013","2013",4973,,
"3","periferia area metropolitana","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2014","2014",4470,,
"3","periferia area metropolitana","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2015","2015",4899,,
"3","periferia area metropolitana","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2016","2016",5152,,
"3","periferia area metropolitana","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2017","2017",5009,,
"3","periferia area metropolitana","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2018","2018",5738,,
"3","periferia area metropolitana","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2019","2019",5537,,
"3","periferia area metropolitana","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2020","2020",5777,,
"3","periferia area metropolitana","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2010","2010",20.4,,
"3","periferia area metropolitana","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2011","2011",19,,
"3","periferia area metropolitana","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2012","2012",20.2,,
"3","periferia area metropolitana","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2013","2013",20.2,,
"3","periferia area metropolitana","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2014","2014",28,,
"3","periferia area metropolitana","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2015","2015",22,,
"3","periferia area metropolitana","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2016","2016",17.3,,
"3","periferia area metropolitana","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2017","2017",21.9,,
"3","periferia area metropolitana","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2018","2018",21.1,,
"3","periferia area metropolitana","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2019","2019",24.3,,
"3","periferia area metropolitana","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2020","2020",22.1,,
"ITF6","Calabria","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2010","2010",269,,
"ITF6","Calabria","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2011","2011",319,,
"ITF6","Calabria","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2012","2012",348,,
"ITF6","Calabria","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2013","2013",325,,
"ITF6","Calabria","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2014","2014",306,,
"ITF6","Calabria","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2015","2015",293,,
"ITF6","Calabria","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2016","2016",267,,
"ITF6","Calabria","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2017","2017",217,,
"ITF6","Calabria","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2018","2018",277,,
"ITF6","Calabria","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2019","2019",313,,
"ITF6","Calabria","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2020","2020",392,,
"2","centro area metropolitana","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2010","2010",5546,,
"2","centro area metropolitana","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2011","2011",5676,,
"2","centro area metropolitana","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2012","2012",5809,,
"2","centro area metropolitana","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2013","2013",6007,,
"2","centro area metropolitana","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2014","2014",5725,,
"2","centro area metropolitana","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2015","2015",6232,,
"2","centro area metropolitana","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2016","2016",5836,,
"2","centro area metropolitana","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2017","2017",5890,,
"2","centro area metropolitana","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2018","2018",5943,,
"2","centro area metropolitana","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2019","2019",5917,,
"2","centro area metropolitana","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2020","2020",5759,,
"2","centro area metropolitana","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2010","2010",24.5,,
"2","centro area metropolitana","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2011","2011",22.6,,
"2","centro area metropolitana","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2012","2012",22.7,,
"2","centro area metropolitana","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2013","2013",20.9,,
"2","centro area metropolitana","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2014","2014",24.4,,
"2","centro area metropolitana","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2015","2015",22,,
"2","centro area metropolitana","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2016","2016",25.1,,
"2","centro area metropolitana","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2017","2017",23.1,,
"2","centro area metropolitana","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2018","2018",24.2,,
"2","centro area metropolitana","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2019","2019",25.1,,
"2","centro area metropolitana","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2020","2020",26.3,,
"3","periferia area metropolitana","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2010","2010",1270,,
"3","periferia area metropolitana","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2011","2011",1183,,
"3","periferia area metropolitana","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2012","2012",1261,,
"3","periferia area metropolitana","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2013","2013",1284,,
"3","periferia area metropolitana","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2014","2014",1787,,
"3","periferia area metropolitana","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2015","2015",1420,,
"3","periferia area metropolitana","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2016","2016",1118,,
"3","periferia area metropolitana","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2017","2017",1435,,
"3","periferia area metropolitana","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2018","2018",1557,,
"3","periferia area metropolitana","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2019","2019",1811,,
"3","periferia area metropolitana","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2020","2020",1661,,
"IT","Italia","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2010","2010",75.8,,
"IT","Italia","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2011","2011",76.8,,
"IT","Italia","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2012","2012",78.2,,
"IT","Italia","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2013","2013",77.3,,
"IT","Italia","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2014","2014",74.6,,
"IT","Italia","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2015","2015",78.6,,
"IT","Italia","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2016","2016",78.1,,
"IT","Italia","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2017","2017",78.7,,
"IT","Italia","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2018","2018",77.7,,
"IT","Italia","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2019","2019",74.6,,
"IT","Italia","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2020","2020",75.3,,
"ITCD","Nord","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2010","2010",5829,,
"ITCD","Nord","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2011","2011",5549,,
"ITCD","Nord","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2012","2012",5389,,
"ITCD","Nord","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2013","2013",5462,,
"ITCD","Nord","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2014","2014",6029,,
"ITCD","Nord","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2015","2015",5242,,
"ITCD","Nord","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2016","2016",5218,,
"ITCD","Nord","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2017","2017",5333,,
"ITCD","Nord","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2018","2018",5726,,
"ITCD","Nord","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2019","2019",6454,,
"ITCD","Nord","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2020","2020",6187,,
"ITC","Nord-ovest","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2010","2010",72.9,,
"ITC","Nord-ovest","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2011","2011",75.2,,
"ITC","Nord-ovest","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2012","2012",76,,
"ITC","Nord-ovest","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2013","2013",75.1,,
"ITC","Nord-ovest","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2014","2014",72.9,,
"ITC","Nord-ovest","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2015","2015",77,,
"ITC","Nord-ovest","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2016","2016",76.2,,
"ITC","Nord-ovest","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2017","2017",75.8,,
